Using field units, Initial reservoir pressure [psi]: ,0,,,,,,,,
,Well_1A,Well_10A,Well_11A,Well_3A,Well_5A,Well_6A,Well_7A,Well_9A,Well_2A,Well_4A
Time,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP
hours,psi,psi,psi,psi,psi,psi,psi,psi,psi,psi
104.8688308,2235.626596,1801.171608,1313.340607,1714.857773,1636.069403,1304.324293,1152.383578,,1261.877156,1714.857773
104.951425,2240.758886,1801.084507,1313.980484,1706.463836,1654.768728,1294.30814,1153.882374,1326.782061,1261.935667,1706.463836
105.0286674,2237.789847,1800.963345,1314.751532,1704.384874,1665.921272,1302.215327,1158.370041,1328.419428,1261.96563,1704.384874
105.1082734,2235.437935,1801.236937,1313.092503,1712.757825,1658.838274,1312.230969,1160.687333,1327.809538,1262.019232,1712.757825
105.1938728,2234.58087,1801.3615,1314.727744,1715.968062,1650.633113,1325.81645,1162.220084,1327.0007,1262.0434,1715.968062
105.2835888,2225.676734,1801.638492,1315.718231,1707.070888,1647.974341,1323.802534,1166.34589,1327.065,1262.192655,1707.070888
105.3711229,2231.110973,1801.419473,1315.471167,1710.956255,1645.284965,1325.940433,1164.31727,1327.026282,1262.166303,1710.956255
105.4543692,2224.889795,1801.855051,1314.50732,1711.16176,1635.981934,1322.957419,1153.565927,1325.654422,1262.245313,1711.16176
105.5435664,2231.354034,,1315.019724,1716.321993,1619.16594,1299.607293,1154.572083,1326.693343,1262.307766,1716.321993
105.6220077,2227.086466,1802.356391,1314.699259,1714.298008,1596.486567,1285.893847,1153.32297,1327.754785,1262.366464,1714.298008
105.7094414,2234.840222,1802.270433,1314.808104,1704.063342,1600.589776,1303.039698,1157.908338,1327.519966,1262.494389,1704.063342
105.787106,2231.347357,1802.979762,1314.938467,1710.566824,,,,1327.633004,1262.567107,1710.566824
105.7873638,,,,,1609.208642,1310.540312,1157.264729,,,
105.8753282,2237.71723,1802.615631,1315.689038,1718.450123,1610.432791,1299.695695,1156.209378,1327.7171,1262.588585,1718.450123
105.9620498,2238.321513,1802.716871,1315.168595,1713.48402,,,,1327.326596,1262.655137,1713.48402
105.96233,,,,,1607.299595,1306.792388,1163.879057,,,
106.0379921,,1803.474343,1315.403713,,1602.682141,1335.95132,1162.992906,1325.339477,,
106.038253,2236.394382,,,1704.283546,,,,,1262.726053,1704.283546
106.1203713,2240.446091,1803.009498,1316.123275,1713.047748,,,,1326.425965,1262.804081,1713.047748
106.1206313,,,,,1599.775278,1337.395988,1155.090359,,,
106.2059906,,,,,1608.328479,1305.630279,1158.921574,,,
106.2062516,2235.257952,1803.534322,1314.794177,1717.0162,,,,1327.670048,1262.831007,1717.0162
106.2926685,2239.7292,1803.657576,1315.434053,1706.44347,1628.435481,1291.336681,1149.898642,,1262.866447,1706.44347
106.3831969,2233.590626,1803.775111,1315.346474,1706.65725,1648.790901,1311.57387,1151.716039,1327.261969,1262.920375,1706.65725
106.470649,2237.96259,1803.869148,1313.789017,1714.190989,1657.230671,1323.338179,1156.151535,1328.097816,1262.999864,1714.190989
106.5474883,2229.191422,1803.693183,1315.437409,1716.302563,1654.325547,1298.195772,1157.41467,1325.831521,1263.009009,1716.302563
106.6361623,2233.558899,1804.332689,1315.671642,1706.977894,1655.814871,1292.575523,1160.549395,1326.403563,1263.120997,1706.977894
106.7185516,2228.888222,,1315.413348,1711.413482,1656.484948,1334.780652,1161.772194,1327.764698,1263.179014,1711.413482
106.8074844,2233.259232,1804.649569,1315.290075,1715.925616,1645.338796,1344.314229,1161.356949,1327.753365,1263.261038,1715.925616
106.88385,2231.151658,1804.311946,1315.609542,1709.980637,1640.376264,1357.95303,1157.353001,1325.325345,1263.332924,1709.980637
106.9725415,2233.460542,1804.766099,1316.037645,1710.662335,1630.984674,1297.619178,1154.682605,1327.902807,1263.371176,1710.662335
107.0497618,2237.504434,1805.053279,1315.127918,1712.986032,1607.081485,1321.014811,1151.211005,1327.769581,1263.380884,1712.986032
107.1253068,2231.494575,1805.493192,1315.020351,1714.441553,1599.171717,1321.712835,1155.535552,1327.926882,1263.488829,1714.441553
107.2155955,2242.780624,1805.568602,,1709.699352,1603.081477,1336.321678,1156.04511,1327.075358,1263.531464,1709.699352
107.3013864,2231.193557,1805.487728,,1714.731414,1608.132535,1271.636018,1158.7615,1326.688199,1263.635702,1714.731414
107.3820842,2243.492651,1805.650442,1316.146618,1715.471678,1616.704178,1299.559258,1159.081906,1328.777468,1263.62311,1715.471678
107.4632629,2232.645798,,1315.483994,1707.39375,1614.998719,1331.539568,1163.303427,1326.420229,1263.707865,1707.39375
107.545396,2240.903378,1806.267149,,1713.992738,1604.182014,1343.77893,1163.867631,1325.331571,1263.719076,1713.992738
107.621051,2231.244784,1806.040386,1316.017909,1717.255189,1599.698283,1339.767569,1158.192755,1328.801382,1263.870832,1717.255189
107.7046732,,1806.561141,1314.594189,,1609.722841,1300.837531,1148.129595,1326.6407,,
107.7049373,2237.53123,,,1709.053436,,,,,1263.879893,1709.053436
107.7859485,,1806.1637,1315.397258,,,,,1326.424981,,
107.786237,2233.944242,,,1711.951535,1633.400182,1338.77799,1150.403055,,1263.942436,1711.951535
107.8646103,2232.844037,,1316.412542,1716.740899,1661.967527,1339.482751,1154.353142,1326.759207,1263.98617,1716.740899
107.9415372,2235.971054,1806.682938,1316.358947,1714.846623,1672.235777,1324.065118,1155.055887,1329.015039,1263.992868,1714.846623
108.0307178,2227.644729,1806.947013,1315.305476,1708.478991,1655.319618,1254.608967,1157.109234,1326.896184,1264.073864,1708.478991
108.107046,2237.947489,1806.667034,1316.677607,1715.309177,1645.199103,1309.630984,1159.281303,1325.189882,1264.154023,1715.309177
108.1891568,2222.8375,1806.99,1316.321079,1718.509419,1654.073933,1327.286159,1158.76918,1325.944957,1264.237129,1718.509419
108.2693118,2242.665133,1807.089211,1316.049543,1713.303419,1650.489632,1346.12293,1161.93218,1326.384107,1264.251622,1713.303419
108.3603475,2226.128173,1807.260498,1315.069376,1707.282497,1638.423055,1301.036961,1150.761681,1326.855505,1264.276553,1707.282497
108.439691,2243.681413,1807.314176,1315.937349,1718.136041,1625.265683,1323.025203,1155.141895,1326.581078,1264.390098,1718.136041
108.5283482,2235.205188,1807.495802,1314.69349,1719.926462,1596.338273,1351.255654,1151.674925,1327.784391,1264.438167,1719.926462
108.6150108,2241.360794,,1316.151033,1712.339638,1606.655143,1350.232727,1152.928643,1326.950407,1264.472071,1712.339638
108.6936087,2240.650645,1808.062315,1316.365937,1709.269436,1614.772067,1306.944643,1154.509633,1325.230288,1264.581039,1709.269436
108.7832631,2237.051508,,,1716.445835,1613.50985,1281.555674,1156.245175,1327.03003,1264.585034,1716.445835
108.8729393,2239.66119,1808.039259,1315.943007,1718.454889,1606.845323,1321.010058,1158.834133,1326.591283,1264.598471,1718.454889
108.9606848,2225.363894,1808.32699,1314.998142,1715.055737,1601.538785,1328.269253,1162.760761,1326.904819,1264.714804,1715.055737
109.0406183,2240.046158,1808.67993,1316.274746,1711.72405,1603.801949,1330.51787,1152.003747,1326.160018,1264.759131,1711.72405
109.131119,,,,,1608.46905,1292.356116,1150.198609,,,
109.1313793,2220.834654,1808.764437,1316.183404,1713.375718,,,,1327.635898,1264.794342,1713.375718
109.2093051,2237.027234,,,1716.330433,,,,,1264.823108,1716.330433
109.2095832,,1808.852406,1316.320417,,1625.706456,1330.409775,1153.423453,1326.700756,,
109.2983755,2218.140985,,,1715.951729,1640.722207,1348.61468,1151.84355,,1264.893144,1715.951729
109.2986668,,1809.26754,1316.78791,,,,,1327.577602,,
109.375463,2239.254329,1809.083038,1316.393401,1714.516782,,,,1327.039615,1265.000441,1714.516782
109.3757191,,,,,1651.40365,1352.250682,1155.924043,,,
109.4658129,2225.680811,1809.250799,1315.682045,1714.360208,1654.782119,1286.74527,1156.237897,1327.77313,1264.975217,1714.360208
109.5453968,2239.565673,1809.408362,1316.392502,1714.798167,1657.88744,1308.009595,1155.689801,1326.103944,1265.02205,1714.798167
109.6226251,2240.564452,1809.604249,1316.728,1716.252388,1649.759792,1321.188804,1160.065621,1325.893876,1265.06537,1716.252388
109.7133036,2236.185249,1809.977593,1315.976157,1714.690713,1647.950507,1334.88605,1158.851357,1326.988276,1265.176076,1714.690713
109.7984553,2245.543791,1810.204021,1316.106983,1714.386836,1644.069584,1303.803469,1155.678775,1327.329145,1265.261569,1714.386836
109.8740128,2231.769253,,1316.457534,1714.843326,1626.784625,1306.295737,1154.582441,1327.725824,1265.260133,1714.843326
109.9528203,2245.591027,1810.529438,1316.530497,1714.648852,1610.162872,1338.712849,1152.748005,1326.962387,1265.358161,1714.648852
110.0412425,2224.295459,1810.21928,1316.208319,1715.39954,1594.622532,1344.437052,1153.83014,1326.44252,1265.365359,1715.39954
110.1308702,2243.852898,1810.573554,1316.609963,1716.463458,1604.964246,1324.025766,1154.615015,1326.732501,1265.394636,1716.463458
110.21305,2228.614755,1810.700132,1316.45132,1714.748858,1608.421697,1295.396972,1157.755955,1327.650161,1265.480955,1714.748858
110.288105,2240.334076,1810.979735,1316.491627,1714.352567,1607.906977,1324.866735,1159.362492,1327.033077,1265.517446,1714.352567
110.3732231,2230.666438,1810.55322,1316.381333,1714.563807,1601.824282,1329.282826,1162.002987,1326.953529,1265.606956,1714.563807
110.4547286,2233.085948,1811.068602,,1715.471298,1596.27815,1309.977457,1160.661591,1327.899637,1265.685846,1715.471298
110.5394517,2227.987229,1811.386616,1315.285256,1715.568637,1600.62854,1291.967428,1157.267814,1326.451739,1265.66717,1715.568637
110.6156585,2229.932286,1811.645066,1316.546978,,1609.370735,1326.530088,1154.907512,1326.976371,1265.759817,
110.6976402,2239.077704,,,1714.381374,1634.335767,1340.496906,1152.834505,,1265.798992,1714.381374
110.6979107,,1811.316865,1316.883576,,,,,1328.183229,,
110.7818367,2228.044925,1812.077968,1315.909338,1714.744044,1658.714185,1324.985216,1151.469064,1326.294014,1265.868726,1714.744044
110.8678973,2244.055971,,,1715.957259,1665.830297,1301.500614,1155.895073,,1265.908667,1715.957259
110.8681573,,1811.764818,1316.331358,,,,,1325.160484,,
110.9567468,2228.632566,,,,,,,,1266.010922,
110.9570286,,1812.070987,1316.051378,,1654.97463,1327.622025,1158.879467,1326.284214,,
111.0440136,2245.327042,1812.452849,1316.476117,1715.05145,1654.58577,1332.595157,1161.793787,1328.010304,1266.07698,1715.05145
111.1246876,2241.046476,1812.240782,1316.987308,1713.93827,1658.766653,1319.329063,1159.437851,1327.373317,1266.11081,1713.93827
111.2064559,2245.800303,1812.487908,1316.37045,1714.659204,1652.592635,1284.089552,1158.40259,1327.904406,1266.14772,1714.659204
111.2975858,2240.854204,1812.663022,1316.59496,1716.155276,1643.851169,1323.637137,1157.432084,1327.029915,1266.209302,1716.155276
111.3800254,2238.991825,1813.5679,1316.036722,1716.272675,1621.720876,1327.88461,1152.337278,1326.028708,1266.237518,1716.272675
111.4636779,2244.76828,1813.410811,1316.540672,1714.21979,1606.467118,1317.396622,1153.55322,1326.092257,1266.260485,1714.21979
111.552549,2232.981048,1813.617599,1316.412688,1714.706715,1599.592725,1300.902414,1155.421133,1325.889011,1266.368474,1714.706715
111.6425664,2242.945635,1813.216331,1316.338325,1716.273546,1596.353072,1333.549795,1157.475811,1326.791441,1266.433645,1716.273546
111.7193434,2225.844364,1813.441577,1316.776617,1716.190705,1602.064466,1333.885765,1157.62657,1326.623521,1266.474749,1716.190705
111.7968006,2236.394471,1813.512223,1315.526909,1714.254535,1607.912269,1316.966143,1160.670785,1327.13129,1266.538965,1714.254535
111.888332,2222.646089,1813.719348,1316.32226,1713.793168,1612.905602,1296.198294,1159.270629,1327.324837,1266.577171,1713.793168
111.9708875,2241.063053,1813.960042,1316.502243,1716.119553,1611.367439,1322.87206,1159.419879,1326.658563,1266.642779,1716.119553
112.0578428,2229.834543,1813.675758,1316.306617,1716.014107,1606.533547,1319.210292,1154.942159,1326.022153,1266.759361,1716.014107
112.1378874,2243.064877,1813.808978,1316.292548,1714.093884,1610.642022,1306.065808,1154.621728,1325.747636,1266.822094,1714.093884
112.2254357,2242.817201,1814.358856,1316.563143,1714.593228,1627.759111,1305.31199,1154.398824,1325.56907,1266.771152,1714.593228
112.3031919,2241.455304,1814.538437,1315.314481,1716.550051,1653.786616,1323.916168,1157.606492,1326.647747,1266.855814,1716.550051
112.378989,,,1316.893887,,1671.975395,1329.961682,1155.914755,1325.95969,,
112.3792743,2248.871258,,,1716.640666,,,,,1266.936815,1716.640666
112.4704867,2239.055337,1814.917846,1317.441908,1714.938509,1669.265399,1319.697736,1158.816422,1326.890248,1267.034957,1714.938509
112.5541507,2248.177414,1815.696599,1316.693994,1715.32334,1657.722224,1305.965834,1158.595363,1327.605858,1267.097339,1715.32334
112.6373338,2236.721196,1815.41534,1315.022655,1715.569095,1647.768499,1310.588867,1156.511227,1325.082256,1267.108456,1715.569095
112.7247355,2245.317263,1815.817697,1315.357084,1715.469007,1648.729094,1313.446857,1155.824442,1326.71698,1267.159384,1715.469007
112.8002899,2230.283344,1815.674744,1315.979246,1714.972405,1643.262397,1312.1292,1155.481572,1327.29906,1267.217447,1714.972405
112.891201,2238.285452,1815.588319,1316.107756,1714.773642,1627.44571,1301.089952,1149.687637,1325.646839,1267.324469,1714.773642
112.9677594,2231.677876,1815.19977,1316.789951,1716.061205,1600.025738,1307.364223,1150.521708,1325.893319,1267.345663,1716.061205
113.049343,2236.265037,1815.998418,1316.725716,1716.21058,1596.769291,1316.091275,1153.280281,1327.456982,1267.43509,1716.21058
113.132409,,1816.587738,1315.763767,1715.882429,1604.19339,1323.891465,1156.971958,1327.010119,1267.45767,1715.882429
113.2170428,2234.786989,,,1714.238756,1609.09006,1323.790708,1156.877016,,1267.585991,1714.238756
113.2173481,,,1316.202765,,,,,1326.928295,,
113.3035378,2242.338346,1816.164201,,1715.549376,1608.687336,1306.309613,1156.679467,1326.707765,1267.582772,1715.549376
113.3837501,,1816.537462,1315.976569,,1601.180867,1311.728709,1160.138097,1326.144849,,
113.3843271,2231.579338,,,1716.481109,,,,,1267.706077,1716.481109
113.471391,,1816.787471,1315.094012,,1597.025507,1308.933108,1151.403028,1325.541217,,
113.4716859,2248.630459,,,1715.623628,,,,,1267.795128,1715.623628
113.5606365,,1816.532324,1316.160789,,1605.897967,1312.672347,1151.122794,1325.308641,,
113.56094,2234.255254,,,1713.914015,,,,,1267.860604,1713.914015
113.6391535,2248.35517,1817.05655,1316.930968,1716.067071,1621.097521,1298.275656,1146.5983,1325.102388,1267.848219,1716.067071
113.7179558,2239.264471,,1316.516796,1716.378988,,,,1327.113832,1267.949824,1716.378988
113.7182564,,,,,1640.377088,1305.834489,1148.962185,,,
113.7961925,2244.034853,1817.566028,1315.372966,1715.457012,1658.533959,1314.849486,1149.288265,1326.296644,1268.037854,1715.457012
113.8719609,,1817.964225,1316.863618,,1660.826624,1327.162789,1157.691631,1326.91024,,
113.8722594,2240.09626,,,1714.452519,,,,,1268.001436,1714.452519
113.9601681,2237.985013,1817.443748,1316.145967,1715.55315,1658.865811,1321.214355,1159.248603,1328.378941,1268.063612,1715.55315
114.051222,2240.968031,1818.107301,1316.303299,1716.157789,1655.870557,1308.189036,1160.201928,1326.255539,1268.173545,1716.157789
114.1309156,2227.882204,1818.017944,,1715.018003,1645.232158,1313.792032,1154.681737,1325.138684,1268.261964,1715.018003
114.2079879,2236.537263,1818.18912,1316.570452,1714.563393,1640.171005,1309.245804,1154.784248,1324.979252,1268.34883,1714.563393
114.2994855,2223.718296,1818.429821,1316.358723,1715.516659,1637.626543,1311.559883,1149.031284,1326.755556,1268.362162,1715.516659
114.376393,2241.898948,1818.307243,1316.772654,1716.130222,1614.783616,1296.491005,1150.419,1326.830175,1268.450775,1716.130222
114.4646855,2225.552337,,1316.376803,1716.250305,1594.651592,1308.296019,1150.944577,1327.679499,1268.461874,1716.250305
114.5484368,2246.180622,1818.404477,1316.195554,1714.668471,1591.7954,1313.225973,1154.495772,1326.780472,1268.52321,1714.668471
114.634571,2236.891892,1818.287478,1316.096587,1715.814598,1598.085133,1325.088063,1157.867824,1326.269272,1268.589565,1715.814598
114.7130082,,1819.008205,1317.099957,,1601.69491,1321.241287,1158.486511,1326.232535,,
114.7132758,2245.376578,,,1716.753864,,,,,1268.675552,1716.753864
114.8013941,2246.56961,1819.083244,1315.910554,1716.1468,1606.245072,1313.004676,1158.564645,1325.624904,1268.743436,1716.1468
114.8906964,2240.183337,,1317.074665,1714.993454,1605.915773,1314.896861,1152.938329,1326.383572,1268.833264,1714.993454
114.9753497,2246.84572,1819.263776,1317.692679,1715.295145,1600.577872,1307.526861,1151.335124,1327.159554,1268.87276,1715.295145
115.0535811,2234.952263,1819.503942,1316.389372,1715.736051,1601.886212,1309.865845,1150.402494,1326.755325,1268.897657,1715.736051
115.1368681,,1819.844083,1315.688706,,,,,1327.327398,,
115.1371214,2245.386913,,,1716.167222,1618.130727,1298.684061,1152.148231,,1269.008648,1716.167222
115.2277948,,,1316.473277,,,,,1328.358584,,
115.2280945,2231.165005,,,1715.923991,1641.775024,1309.602068,1155.49388,,1269.043977,1715.923991
115.3172952,2243.245403,,,1716.468933,,,,,1269.113789,1716.468933
115.3175537,,1819.851189,1316.164928,,1668.355299,1312.69191,1158.907184,1325.645675,,
115.4050378,2235.430201,1820.014651,1315.788588,1715.531794,1675.024171,1325.041929,1155.987663,1325.784286,1269.250983,1715.531794
115.4949015,2241.636126,1819.722779,1315.8919,,1661.808071,1321.32883,1161.408862,1325.291311,1269.334139,
115.5841766,2242.355252,1819.660168,1316.195611,1716.549254,1656.750926,1315.868263,1156.114937,1326.154823,1269.308383,1716.549254
115.6722537,2238.428929,1820.146146,1317.180879,1716.656625,1653.267332,1313.902377,1159.113587,1325.7106,1269.431654,1716.656625
115.7561932,2249.600455,1820.234089,1316.845847,1716.399291,1645.810452,1307.885009,1154.373519,1327.132472,1269.441741,1716.399291
115.8444931,2234.153212,,1316.035536,1714.496858,1642.633502,1311.661254,1150.426566,1326.784254,1269.519146,1714.496858
115.9198554,2253.466527,1820.732087,1316.374485,1714.880916,1616.345511,1298.186894,1149.098164,1326.052424,1269.612111,1714.880916
116.0100562,2236.558259,1821.24154,1315.914506,1716.212736,1596.957285,1308.100025,1155.644083,1325.629184,1269.697898,1716.212736
116.1005343,2252.810871,1821.314864,1316.089399,1716.672253,1597.782002,1314.487806,1158.513186,,1269.813657,1716.672253
116.1841206,2243.493001,1821.193867,1315.747922,1715.22931,1602.183217,1323.453405,1161.440177,1324.667027,1269.867907,1715.22931
116.2738478,2248.558387,,,1714.395524,1605.258081,1321.455445,1159.682993,,1269.932282,1714.395524
116.2741372,,1821.561881,1316.539863,,,,,1327.107717,,
